,GesamtEnergie,rectime,ZeigerWinkel
 20220509_16_17_18.wav,2.366729736328125,2022-05-09 16:17:18,rechts
 20220509_16_17_21.wav,0.6204907298088074,2022-05-09 16:17:21,rechts
 20220509_16_17_24.wav,0.575343132019043,2022-05-09 16:17:24,unten
 20220509_16_17_27.wav,1.6090463399887085,2022-05-09 16:17:27,unten
 20220509_16_17_30.wav,0.4115402102470398,2022-05-09 16:17:30,unten
 20220509_16_17_33.wav,0.40846091508865356,2022-05-09 16:17:33,unten
 20220509_16_17_49.wav,1.3477758169174194,2022-05-09 16:17:49,links
 20220509_16_17_53.wav,0.859611451625824,2022-05-09 16:17:53,oben
 20220509_16_17_56.wav,0.3623187839984894,2022-05-09 16:17:56,oben
 20220509_16_17_59.wav,1.4891924858093262,2022-05-09 16:17:59,oben
 20220509_16_18_02.wav,0.6410893797874451,2022-05-09 16:18:02,oben
 20220509_16_18_05.wav,0.7978277802467346,2022-05-09 16:18:05,oben
 20220509_16_18_08.wav,1.7023907899856567,2022-05-09 16:18:08,rechts
 20220509_16_18_11.wav,2.2941477298736572,2022-05-09 16:18:11,rechts
 20220509_16_18_14.wav,1.6546382904052734,2022-05-09 16:18:14,rechts
 20220509_16_18_17.wav,1.0878050327301025,2022-05-09 16:18:17,rechts
 20220509_16_18_20.wav,1.079756259918213,2022-05-09 16:18:20,rechts
 20220509_16_18_23.wav,0.6749553680419922,2022-05-09 16:18:23,unten
 20220509_16_18_26.wav,0.6937510967254639,2022-05-09 16:18:26,unten
 20220509_16_18_29.wav,1.128955364227295,2022-05-09 16:18:29,unten
 20220509_16_18_32.wav,0.47434112429618835,2022-05-09 16:18:32,unten
 20220509_16_18_35.wav,0.6700059175491333,2022-05-09 16:18:35,unten
 20220509_16_18_38.wav,1.5858702659606934,2022-05-09 16:18:38,links
 20220509_16_18_41.wav,1.0706886053085327,2022-05-09 16:18:41,links
 20220509_16_18_44.wav,1.0089075565338135,2022-05-09 16:18:44,links
 20220509_16_18_47.wav,0.9578757286071777,2022-05-09 16:18:47,links
 20220509_16_18_50.wav,1.0969796180725098,2022-05-09 16:18:50,links
 20220509_16_18_53.wav,0.46101152896881104,2022-05-09 16:18:53,oben
 20220509_16_18_56.wav,0.47402918338775635,2022-05-09 16:18:56,oben
 20220509_16_18_59.wav,1.7539403438568115,2022-05-09 16:18:59,oben
 20220509_16_19_02.wav,0.6730653643608093,2022-05-09 16:19:02,oben
 20220509_16_19_05.wav,1.8034512996673584,2022-05-09 16:19:05,oben
 20220509_16_19_08.wav,1.8693357706069946,2022-05-09 16:19:08,rechts
 20220509_16_19_11.wav,1.0141159296035767,2022-05-09 16:19:11,rechts
 20220509_16_19_14.wav,1.823778748512268,2022-05-09 16:19:14,rechts
 20220509_16_19_17.wav,1.5987024307250977,2022-05-09 16:19:17,rechts
 20220509_16_19_20.wav,0.7745148539543152,2022-05-09 16:19:20,rechts
 20220509_16_19_23.wav,1.3529438972473145,2022-05-09 16:19:23,unten
 20220509_16_19_26.wav,0.6074925065040588,2022-05-09 16:19:26,unten
 20220509_16_19_29.wav,2.379534959793091,2022-05-09 16:19:29,unten
 20220509_16_19_32.wav,0.44401872158050537,2022-05-09 16:19:32,unten
 20220509_16_19_35.wav,0.4030306041240692,2022-05-09 16:19:35,unten
 20220509_16_19_51.wav,0.6282138824462891,2022-05-09 16:19:51,links
 20220509_16_19_54.wav,0.4390155076980591,2022-05-09 16:19:54,oben
 20220509_16_19_57.wav,0.7544642090797424,2022-05-09 16:19:57,oben
 20220509_16_20_00.wav,0.4936637282371521,2022-05-09 16:20:00,oben
 20220509_16_20_03.wav,4.871809005737305,2022-05-09 16:20:03,oben
 20220509_16_20_06.wav,0.710976243019104,2022-05-09 16:20:06,oben
 20220509_16_20_09.wav,1.8989566564559937,2022-05-09 16:20:09,rechts
 20220509_16_20_12.wav,1.180189847946167,2022-05-09 16:20:12,rechts
 20220509_16_20_15.wav,0.6314795017242432,2022-05-09 16:20:15,rechts
 20220509_16_20_18.wav,1.513203501701355,2022-05-09 16:20:18,rechts
 20220509_16_20_21.wav,0.9275834560394287,2022-05-09 16:20:21,rechts
 20220509_16_20_24.wav,0.5860532522201538,2022-05-09 16:20:24,unten
 20220509_16_20_27.wav,1.200329065322876,2022-05-09 16:20:27,unten
 20220509_16_20_30.wav,0.3795914947986603,2022-05-09 16:20:30,unten
 20220509_16_20_33.wav,0.5551683902740479,2022-05-09 16:20:33,unten
 20220509_16_20_36.wav,0.5163048505783081,2022-05-09 16:20:36,unten
 20220509_16_20_39.wav,0.8469715118408203,2022-05-09 16:20:39,links
 20220509_16_20_42.wav,0.8214203119277954,2022-05-09 16:20:42,links
 20220509_16_20_45.wav,0.9727770686149597,2022-05-09 16:20:45,links
 20220509_16_20_48.wav,1.2066211700439453,2022-05-09 16:20:48,links
 20220509_16_20_51.wav,0.4047231674194336,2022-05-09 16:20:51,links
 20220509_16_20_54.wav,0.5100116729736328,2022-05-09 16:20:54,oben
 20220509_16_20_57.wav,1.391039490699768,2022-05-09 16:20:57,oben
 20220509_16_21_00.wav,0.5715392827987671,2022-05-09 16:21:00,oben
 20220509_16_21_03.wav,0.6734279990196228,2022-05-09 16:21:03,oben
 20220509_16_21_06.wav,0.8089675903320312,2022-05-09 16:21:06,oben
 20220509_16_21_09.wav,1.1231980323791504,2022-05-09 16:21:09,rechts
 20220509_16_21_12.wav,1.7164556980133057,2022-05-09 16:21:12,rechts
 20220509_16_21_16.wav,1.2708117961883545,2022-05-09 16:21:16,rechts
 20220509_16_21_19.wav,2.193519115447998,2022-05-09 16:21:19,rechts
 20220509_16_21_22.wav,0.9476879835128784,2022-05-09 16:21:22,rechts
 20220509_16_21_25.wav,0.7946270704269409,2022-05-09 16:21:25,unten
 20220509_16_21_28.wav,2.007542848587036,2022-05-09 16:21:28,unten
 20220509_16_21_31.wav,0.4279949963092804,2022-05-09 16:21:31,unten
 20220509_16_21_34.wav,0.448347806930542,2022-05-09 16:21:34,unten
 20220509_16_21_50.wav,0.8343062996864319,2022-05-09 16:21:50,links
 20220509_16_21_53.wav,0.6234070062637329,2022-05-09 16:21:53,oben
 20220509_16_21_56.wav,0.5893450379371643,2022-05-09 16:21:56,oben
 20220509_16_21_59.wav,0.4121297299861908,2022-05-09 16:21:59,oben
 20220509_16_22_02.wav,0.5153005123138428,2022-05-09 16:22:02,oben
 20220509_16_22_05.wav,0.7284040451049805,2022-05-09 16:22:05,oben
 20220509_16_22_08.wav,1.3877835273742676,2022-05-09 16:22:08,rechts
 20220509_16_22_11.wav,0.9507736563682556,2022-05-09 16:22:11,rechts
 20220509_16_22_14.wav,1.0516469478607178,2022-05-09 16:22:14,rechts
 20220509_16_22_17.wav,1.527214527130127,2022-05-09 16:22:17,rechts
 20220509_16_22_20.wav,0.7693853974342346,2022-05-09 16:22:20,rechts
 20220509_16_22_23.wav,0.5046494007110596,2022-05-09 16:22:23,unten
 20220509_16_22_27.wav,0.5935741066932678,2022-05-09 16:22:27,unten
 20220509_16_22_30.wav,0.350210040807724,2022-05-09 16:22:30,unten
 20220509_16_22_33.wav,0.5580110549926758,2022-05-09 16:22:33,unten
 20220509_16_22_36.wav,0.6900944709777832,2022-05-09 16:22:36,unten
 20220509_16_22_39.wav,1.6337974071502686,2022-05-09 16:22:39,links
 20220509_16_22_42.wav,0.8409876823425293,2022-05-09 16:22:42,links
 20220509_16_22_45.wav,0.9380021691322327,2022-05-09 16:22:45,links
 20220509_16_22_48.wav,1.0271875858306885,2022-05-09 16:22:48,links
 20220509_16_22_51.wav,0.7288398742675781,2022-05-09 16:22:51,links
 20220509_16_22_55.wav,0.5088176131248474,2022-05-09 16:22:55,oben
 20220509_16_22_58.wav,2.2967700958251953,2022-05-09 16:22:58,oben
 20220509_16_23_01.wav,0.692692756652832,2022-05-09 16:23:01,oben
 20220509_16_23_04.wav,0.8567420244216919,2022-05-09 16:23:04,oben
 20220509_16_23_07.wav,0.7411835193634033,2022-05-09 16:23:07,oben
 20220509_16_23_10.wav,1.27943754196167,2022-05-09 16:23:10,rechts
 20220509_16_23_13.wav,0.7478527426719666,2022-05-09 16:23:13,rechts
 20220509_16_23_16.wav,1.3779782056808472,2022-05-09 16:23:16,rechts
 20220509_16_23_19.wav,1.5342170000076294,2022-05-09 16:23:19,rechts
 20220509_16_23_22.wav,0.45021551847457886,2022-05-09 16:23:22,rechts
 20220509_16_23_25.wav,0.8390908241271973,2022-05-09 16:23:25,unten
 20220509_16_23_28.wav,1.4950777292251587,2022-05-09 16:23:28,unten
 20220509_16_23_31.wav,0.4907466471195221,2022-05-09 16:23:31,unten
 20220509_16_23_34.wav,0.40406256914138794,2022-05-09 16:23:34,unten
 20220509_16_23_54.wav,0.405643105506897,2022-05-09 16:23:54,oben
 20220509_16_23_58.wav,1.6734862327575684,2022-05-09 16:23:58,oben
 20220509_16_24_01.wav,0.9394404292106628,2022-05-09 16:24:01,oben
 20220509_16_24_04.wav,0.9529634714126587,2022-05-09 16:24:04,oben
 20220509_16_24_07.wav,1.502580165863037,2022-05-09 16:24:07,oben
 20220509_16_24_10.wav,1.7591092586517334,2022-05-09 16:24:10,rechts
 20220509_16_24_14.wav,1.749727487564087,2022-05-09 16:24:14,rechts
 20220509_16_24_17.wav,0.983377993106842,2022-05-09 16:24:17,rechts
 20220509_16_24_20.wav,1.274182915687561,2022-05-09 16:24:20,rechts
 20220509_16_24_23.wav,0.9189131259918213,2022-05-09 16:24:23,unten
 20220509_16_24_26.wav,0.8447433710098267,2022-05-09 16:24:26,unten
 20220509_16_24_29.wav,1.4434683322906494,2022-05-09 16:24:29,unten
 20220509_16_24_32.wav,0.687113881111145,2022-05-09 16:24:32,unten
 20220509_16_24_35.wav,0.6982216835021973,2022-05-09 16:24:35,unten
 20220509_16_24_38.wav,1.5513768196105957,2022-05-09 16:24:38,links
 20220509_16_24_41.wav,1.3356449604034424,2022-05-09 16:24:41,links
 20220509_16_24_44.wav,0.9381760358810425,2022-05-09 16:24:44,links
 20220509_16_24_47.wav,1.1332491636276245,2022-05-09 16:24:47,links
 20220509_16_24_51.wav,0.4290723204612732,2022-05-09 16:24:51,links
 20220509_16_24_54.wav,0.8008518815040588,2022-05-09 16:24:54,oben
 20220509_16_24_57.wav,2.7250750064849854,2022-05-09 16:24:57,oben
 20220509_16_25_00.wav,1.0065451860427856,2022-05-09 16:25:00,oben
 20220509_16_25_04.wav,0.6593315601348877,2022-05-09 16:25:04,oben
 20220509_16_25_07.wav,1.7892515659332275,2022-05-09 16:25:07,oben
 20220509_16_25_10.wav,1.718803882598877,2022-05-09 16:25:10,rechts
 20220509_16_25_13.wav,2.084418773651123,2022-05-09 16:25:13,rechts
 20220509_16_25_16.wav,1.72084379196167,2022-05-09 16:25:16,rechts
 20220509_16_25_19.wav,1.5534846782684326,2022-05-09 16:25:19,rechts
 20220509_16_25_22.wav,0.8022966384887695,2022-05-09 16:25:22,rechts
 20220509_16_25_25.wav,0.9028362035751343,2022-05-09 16:25:25,unten
 20220509_16_25_29.wav,0.8521773815155029,2022-05-09 16:25:29,unten
 20220509_16_25_32.wav,0.45951786637306213,2022-05-09 16:25:32,unten
 20220509_16_25_37.wav,1.6263277530670166,2022-05-09 16:25:37,unten
 20220509_16_25_56.wav,0.4309941530227661,2022-05-09 16:25:56,oben
 20220509_16_25_59.wav,0.4529634416103363,2022-05-09 16:25:59,oben
 20220509_16_26_02.wav,0.6023421287536621,2022-05-09 16:26:02,oben
 20220509_16_26_05.wav,0.9622127413749695,2022-05-09 16:26:05,oben
 20220509_16_26_08.wav,1.1541894674301147,2022-05-09 16:26:08,rechts
 20220509_16_26_11.wav,1.1157572269439697,2022-05-09 16:26:11,rechts
 20220509_16_26_14.wav,1.4021501541137695,2022-05-09 16:26:14,rechts
 20220509_16_26_17.wav,1.3335281610488892,2022-05-09 16:26:17,rechts
 20220509_16_26_22.wav,1.2047615051269531,2022-05-09 16:26:22,rechts
 20220509_16_26_25.wav,0.9130491018295288,2022-05-09 16:26:25,unten
 20220509_16_26_29.wav,0.4141193926334381,2022-05-09 16:26:29,unten
 20220509_16_26_33.wav,0.5706015825271606,2022-05-09 16:26:33,unten
 20220509_16_26_36.wav,0.6553667783737183,2022-05-09 16:26:36,unten
 20220509_16_26_39.wav,0.9671692848205566,2022-05-09 16:26:39,links
 20220509_16_26_42.wav,1.2157212495803833,2022-05-09 16:26:42,links
 20220509_16_26_46.wav,1.0857056379318237,2022-05-09 16:26:46,links
 20220509_16_26_50.wav,1.0578855276107788,2022-05-09 16:26:50,links
 20220509_16_26_53.wav,0.5481796860694885,2022-05-09 16:26:53,oben
 20220509_16_26_56.wav,0.7269223928451538,2022-05-09 16:26:56,oben
 20220509_16_26_59.wav,2.00212025642395,2022-05-09 16:26:59,oben
 20220509_16_27_02.wav,0.7109759449958801,2022-05-09 16:27:02,oben
 20220509_16_27_05.wav,0.8236658573150635,2022-05-09 16:27:05,oben
 20220509_16_27_08.wav,1.7243846654891968,2022-05-09 16:27:08,rechts
 20220509_16_27_13.wav,1.954481840133667,2022-05-09 16:27:13,rechts
 20220509_16_27_17.wav,1.5954351425170898,2022-05-09 16:27:17,rechts
 20220509_16_27_20.wav,1.0361379384994507,2022-05-09 16:27:20,rechts
 20220509_16_27_23.wav,0.8993315696716309,2022-05-09 16:27:23,unten
 20220509_16_27_26.wav,0.8018321990966797,2022-05-09 16:27:26,unten
 20220509_16_27_29.wav,1.3171510696411133,2022-05-09 16:27:29,unten
 20220509_16_27_32.wav,0.47220084071159363,2022-05-09 16:27:32,unten
 20220509_16_27_35.wav,0.3997812867164612,2022-05-09 16:27:35,unten
 20220509_16_27_38.wav,1.722191333770752,2022-05-09 16:27:38,links
 20220509_16_27_55.wav,0.46318235993385315,2022-05-09 16:27:55,oben
 20220509_16_27_59.wav,3.288447856903076,2022-05-09 16:27:59,oben
 20220509_16_28_02.wav,0.528484046459198,2022-05-09 16:28:02,oben
 20220509_16_28_05.wav,0.6799109578132629,2022-05-09 16:28:05,oben
 20220509_16_28_08.wav,1.4233331680297852,2022-05-09 16:28:08,rechts
 20220509_16_28_11.wav,1.484910249710083,2022-05-09 16:28:11,rechts
 20220509_16_28_14.wav,1.696846604347229,2022-05-09 16:28:14,rechts
 20220509_16_28_17.wav,1.139813780784607,2022-05-09 16:28:17,rechts
 20220509_16_28_20.wav,1.1981455087661743,2022-05-09 16:28:20,rechts
 20220509_16_28_23.wav,0.826992392539978,2022-05-09 16:28:23,unten
 20220509_16_28_26.wav,0.6874964237213135,2022-05-09 16:28:26,unten
 20220509_16_28_29.wav,0.8858335614204407,2022-05-09 16:28:29,unten
 20220509_16_28_32.wav,0.50143963098526,2022-05-09 16:28:32,unten
 20220509_16_28_35.wav,0.7737381458282471,2022-05-09 16:28:35,unten
 20220509_16_28_38.wav,2.016428232192993,2022-05-09 16:28:38,links
 20220509_16_28_41.wav,0.9265567660331726,2022-05-09 16:28:41,links
 20220509_16_28_44.wav,1.1266906261444092,2022-05-09 16:28:44,links
 20220509_16_28_47.wav,1.3453052043914795,2022-05-09 16:28:47,links
 20220509_16_28_50.wav,1.0144692659378052,2022-05-09 16:28:50,links
 20220509_16_28_53.wav,0.47019508481025696,2022-05-09 16:28:53,oben
 20220509_16_28_56.wav,0.6825652718544006,2022-05-09 16:28:56,oben
 20220509_16_28_59.wav,1.8371392488479614,2022-05-09 16:28:59,oben
 20220509_16_29_02.wav,0.6346043348312378,2022-05-09 16:29:02,oben
 20220509_16_29_05.wav,0.6510220170021057,2022-05-09 16:29:05,oben
 20220509_16_29_08.wav,1.45333731174469,2022-05-09 16:29:08,rechts
 20220509_16_29_11.wav,1.1347181797027588,2022-05-09 16:29:11,rechts
 20220509_16_29_14.wav,1.532840371131897,2022-05-09 16:29:14,rechts
 20220509_16_29_17.wav,1.3495765924453735,2022-05-09 16:29:17,rechts
 20220509_16_29_20.wav,1.015623927116394,2022-05-09 16:29:20,rechts
 20220509_16_29_23.wav,1.0257139205932617,2022-05-09 16:29:23,unten
 20220509_16_29_26.wav,0.8550650477409363,2022-05-09 16:29:26,unten
 20220509_16_29_29.wav,0.9428930282592773,2022-05-09 16:29:29,unten
 20220509_16_29_32.wav,0.4805156886577606,2022-05-09 16:29:32,unten
 20220509_16_29_35.wav,0.5336320996284485,2022-05-09 16:29:35,unten
 20220509_16_29_38.wav,3.3133456707000732,2022-05-09 16:29:38,links
 20220509_16_29_56.wav,0.40341073274612427,2022-05-09 16:29:56,oben
 20220509_16_29_59.wav,2.9284982681274414,2022-05-09 16:29:59,oben
 20220509_16_30_02.wav,0.5018351078033447,2022-05-09 16:30:02,oben
 20220509_16_30_05.wav,0.666259765625,2022-05-09 16:30:05,oben
 20220509_16_30_08.wav,1.4329111576080322,2022-05-09 16:30:08,rechts
 20220509_16_30_11.wav,1.9632982015609741,2022-05-09 16:30:11,rechts
 20220509_16_30_14.wav,1.9618685245513916,2022-05-09 16:30:14,rechts
 20220509_16_30_17.wav,1.1582857370376587,2022-05-09 16:30:17,rechts
 20220509_16_30_20.wav,1.1752206087112427,2022-05-09 16:30:20,rechts
 20220509_16_30_23.wav,0.639535129070282,2022-05-09 16:30:23,unten
 20220509_16_30_26.wav,0.5597211718559265,2022-05-09 16:30:26,unten
 20220509_16_30_32.wav,0.39128467440605164,2022-05-09 16:30:32,unten
 20220509_16_30_35.wav,0.6933895349502563,2022-05-09 16:30:35,unten
 20220509_16_30_38.wav,4.353085994720459,2022-05-09 16:30:38,links
 20220509_16_30_41.wav,1.0448873043060303,2022-05-09 16:30:41,links
 20220509_16_30_45.wav,1.2277745008468628,2022-05-09 16:30:45,links
 20220509_16_30_48.wav,1.693177342414856,2022-05-09 16:30:48,links
 20220509_16_30_51.wav,0.4862169325351715,2022-05-09 16:30:51,links
 20220509_16_30_54.wav,0.44737255573272705,2022-05-09 16:30:54,oben
 20220509_16_30_57.wav,0.5156745314598083,2022-05-09 16:30:57,oben
 20220509_16_31_00.wav,0.9017075896263123,2022-05-09 16:31:00,oben
 20220509_16_31_06.wav,0.5410969257354736,2022-05-09 16:31:06,oben
 20220509_16_31_09.wav,1.209113597869873,2022-05-09 16:31:09,rechts
 20220509_16_31_12.wav,0.6154105067253113,2022-05-09 16:31:12,rechts
 20220509_16_31_15.wav,0.796029806137085,2022-05-09 16:31:15,rechts
 20220509_16_31_18.wav,1.9032728672027588,2022-05-09 16:31:18,rechts
 20220509_16_31_24.wav,0.5252703428268433,2022-05-09 16:31:24,unten
 20220509_16_31_27.wav,0.8350427746772766,2022-05-09 16:31:27,unten
 20220509_16_31_31.wav,0.43654221296310425,2022-05-09 16:31:31,unten
 20220509_16_31_34.wav,0.41326025128364563,2022-05-09 16:31:34,unten
 20220509_16_31_37.wav,2.4872066974639893,2022-05-09 16:31:37,unten
 20220509_16_31_56.wav,0.3138342499732971,2022-05-09 16:31:56,oben
 20220509_16_32_03.wav,0.43014514446258545,2022-05-09 16:32:03,oben
 20220509_16_32_06.wav,0.62813401222229,2022-05-09 16:32:06,oben
 20220509_16_32_09.wav,1.4182602167129517,2022-05-09 16:32:09,rechts
 20220509_16_32_12.wav,0.9558505415916443,2022-05-09 16:32:12,rechts
 20220509_16_32_15.wav,0.6386251449584961,2022-05-09 16:32:15,rechts
 20220509_16_32_18.wav,1.8495291471481323,2022-05-09 16:32:18,rechts
 20220509_16_32_21.wav,0.6780194044113159,2022-05-09 16:32:21,rechts
 20220509_16_32_24.wav,0.48463043570518494,2022-05-09 16:32:24,unten
 20220509_16_32_28.wav,0.7667198181152344,2022-05-09 16:32:28,unten
 20220509_16_32_31.wav,0.6229020357131958,2022-05-09 16:32:31,unten
 20220509_16_32_34.wav,0.857357382774353,2022-05-09 16:32:34,unten
 20220509_16_32_37.wav,3.1404874324798584,2022-05-09 16:32:37,unten
 20220509_16_32_40.wav,1.0309972763061523,2022-05-09 16:32:40,links
 20220509_16_32_43.wav,1.261735439300537,2022-05-09 16:32:43,links
 20220509_16_32_47.wav,0.8462814092636108,2022-05-09 16:32:47,links
 20220509_16_32_50.wav,0.7236958146095276,2022-05-09 16:32:50,links
 20220509_16_32_53.wav,0.5727823376655579,2022-05-09 16:32:53,oben
 20220509_16_32_56.wav,0.561819851398468,2022-05-09 16:32:56,oben
 20220509_16_32_59.wav,3.207562208175659,2022-05-09 16:32:59,oben
 20220509_16_33_02.wav,0.4724379777908325,2022-05-09 16:33:02,oben
 20220509_16_33_05.wav,0.8085958957672119,2022-05-09 16:33:05,oben
 20220509_16_33_08.wav,1.44562566280365,2022-05-09 16:33:08,rechts
 20220509_16_33_11.wav,1.0725525617599487,2022-05-09 16:33:11,rechts
 20220509_16_33_14.wav,1.8848439455032349,2022-05-09 16:33:14,rechts
 20220509_16_33_17.wav,1.93031907081604,2022-05-09 16:33:17,rechts
 20220509_16_33_20.wav,0.48722267150878906,2022-05-09 16:33:20,rechts
 20220509_16_33_23.wav,0.4456946849822998,2022-05-09 16:33:23,unten
 20220509_16_33_26.wav,0.5180984735488892,2022-05-09 16:33:26,unten
 20220509_16_33_30.wav,0.4605221450328827,2022-05-09 16:33:30,unten
 20220509_16_33_33.wav,0.30925267934799194,2022-05-09 16:33:33,unten
 20220509_16_33_36.wav,0.38411828875541687,2022-05-09 16:33:36,unten
 20220509_16_33_39.wav,3.7350993156433105,2022-05-09 16:33:39,links
 20220509_16_33_55.wav,0.45369014143943787,2022-05-09 16:33:55,oben
 20220509_16_33_59.wav,3.811962366104126,2022-05-09 16:33:59,oben
 20220509_16_34_02.wav,0.5860127806663513,2022-05-09 16:34:02,oben
 20220509_16_34_05.wav,0.939998209476471,2022-05-09 16:34:05,oben
 20220509_16_34_08.wav,1.527849555015564,2022-05-09 16:34:08,rechts
 20220509_16_34_11.wav,2.480337142944336,2022-05-09 16:34:11,rechts
 20220509_16_34_14.wav,2.172122001647949,2022-05-09 16:34:14,rechts
 20220509_16_34_17.wav,1.4799728393554688,2022-05-09 16:34:17,rechts
 20220509_16_34_20.wav,1.1817655563354492,2022-05-09 16:34:20,rechts
 20220509_16_34_23.wav,0.7467674612998962,2022-05-09 16:34:23,unten
 20220509_16_34_26.wav,0.9365479946136475,2022-05-09 16:34:26,unten
 20220509_16_34_29.wav,1.2462352514266968,2022-05-09 16:34:29,unten
