,GesamtEnergie
 20220509_16_46_09.wav,3.6084893508814275e-05
 20220509_16_46_12.wav,4.150641689193435e-05
 20220509_16_46_15.wav,1.858362156781368e-05
 20220509_16_46_18.wav,2.736521855695173e-05
 20220509_16_46_21.wav,1.894473098218441e-05
 20220509_16_46_24.wav,2.0154584490228444e-05
 20220509_16_46_27.wav,2.6729960154625587e-05
 20220509_16_46_30.wav,1.5754683772684075e-05
 20220509_16_46_33.wav,9.547944500809534e-06
 20220509_16_46_36.wav,1.6506692190887406e-05
 20220509_16_46_39.wav,1.2014474123134278e-05
 20220509_16_46_42.wav,2.3999004042707384e-05
 20220509_16_46_45.wav,2.6416044420329854e-05
 20220509_16_46_48.wav,2.7634947400656532e-05
 20220509_16_46_51.wav,1.3778865650238004e-05
 20220509_16_46_54.wav,1.7625256077735685e-05
 20220509_16_47_00.wav,1.9518769477144815e-05
 20220509_16_47_03.wav,1.2584766409418078e-05
 20220509_16_47_06.wav,1.903107659018133e-05
 20220509_16_47_09.wav,4.5858108933316544e-05
 20220509_16_47_12.wav,3.326353908050805e-05
 20220509_16_47_15.wav,2.6290270398021676e-05
 20220509_16_47_18.wav,1.902533222164493e-05
 20220509_16_47_21.wav,2.0054541892022826e-05
 20220509_16_47_24.wav,3.164073496009223e-05
 20220509_16_47_28.wav,7.674466905882582e-05
 20220509_16_47_31.wav,2.941856655525044e-05
 20220509_16_47_34.wav,1.3696086170966735e-05
 20220509_16_47_37.wav,1.5743717085570097e-05
